Filename	DOI	Reference
enem_2020_1mil_mt	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2021_1mil_ch	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2021_1mil_cn	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2021_1mil_lc	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2021_1mil_mt	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2022_1mil_ch	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2022_1mil_cn	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2022_1mil_lc	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
enem_2022_1mil_mt	10.46814/lajdv3n5-018	Martins, D. M. (2021). Estado da arte das pesquisas sobre ENEM no Brasil: State of the art of research on ENEM in Brazil. Latin American Journal of Development, 3(5), 2898-2907.
environment_ltm		Brook, L., Taylor, B. and Prior, G. (1991) British Social Attitudes, 1990, Survey. London: SCPR.
EOAQ-EST_Silveira_2024	10.7910/DVN/FCBOGB	Panse Silveira, Paulo Sergio, 2024, "A Tutorial on Systematic Methodology for Psychometric Model Selection: Case Study of the EOAQ-EST", https://doi.org/10.7910/DVN/FCBOGB, Harvard Dataverse, V2
estcrm_epia	10.1207/S15327906MBR3704_05	Ferrando, P.J.(2002). Theoretical and Empirical Comparison between Two Models for Continuous Item Responses. Multivariate Behavioral Research, 37(4), 521-542.
estcrm_selfeff		Kan, A.(2009). Effect of scale response format on psychometric properties in teaching self-efficacy. Euroasian Journal of Educational Research, 34, 215-228.
eurpar2_mudfold		Schuur, H. V. (1984). Structure in political beliefs: A new model for stochastic unfolding with application to European party activists (Doctoral dissertation, Rijksuniversiteit te Groningen).
EWAS_Sanford_2024	10.1037/pas0001336	Sanford, K., & Elkins, G. (2024). The Everyday Wellbeing Appraisal Scale: Assessing a type of subjective well-being uniquely associated with health behavior in people with hypertension. Psychological Assessment.
EWAS_Sanford_2024_Flourish	10.1037/pas0001336	Sanford, K., & Elkins, G. (2024). The Everyday Wellbeing Appraisal Scale: Assessing a type of subjective well-being uniquely associated with health behavior in people with hypertension. Psychological Assessment.
experimental_iq		Experimental IQ Test [dataset and codebook]. http://openpsychometrics.org/_rawdata/IQ1.zip
face_identification_jeckeln2023	10.3758/s13428-023-02092-7	Jeckeln, G., Hu, Y., Cavazos, J. G., Yates, A. N., Hahn, C. A., Tang, L., ... & O’Toole, A. J. (2024). Face identification proficiency test designed using item response theory. Behavior Research Methods, 56(3), 1244-1259.
face_memory_test		Exposure Based Face Memory Test [dataset and codebook]. http://openpsychometrics.org/_rawdata/EBFMT.zip
FACES_Spanish_Vegas_2022_FACES	10.7910/DVN/UA5GTO	María Isabel Vegas, 2022, "FACES IV Package for Spanish Adolescents", https://doi.org/10.7910/DVN/UA5GTO, Harvard Dataverse, V2  Vegas, M. I., Mateos-Agut, M., Pineda-Otaola, P. J., & Sebastián-Vega, C. (2022). Psychometric properties of the FACES IV package for Spanish adolescents. Psicologia: Reflexão e Crítica, 35, 18.
FACES_Spanish_Vegas_2022_FSS	10.7910/DVN/UA5GTO	María Isabel Vegas, 2022, "FACES IV Package for Spanish Adolescents", https://doi.org/10.7910/DVN/UA5GTO, Harvard Dataverse, V2  Vegas, M. I., Mateos-Agut, M., Pineda-Otaola, P. J., & Sebastián-Vega, C. (2022). Psychometric properties of the FACES IV package for Spanish adolescents. Psicologia: Reflexão e Crítica, 35, 18.
FACIT_YOUNT_2021_clinic10	10.7910/DVN/IBFK5H	Yount, S. E., Choi, S. W., Victorson, D., Ruo, B., Cella, D., Anton, S., & Hamilton, A. (2011). Brief, valid measures of dyspnea and related functional limitations in chronic obstructive pulmonary disease (COPD). Value in Health, 14(2), 307-315.  Yount, Susan, 2021, "FACIT Dyspnea (PROMIS Dyspnea)", https://doi.org/10.7910/DVN/IBFK5H, Harvard Dataverse, V1, UNF:6:92iWO0lCj/LjVjEYn6rQlg== [fileUNF] 
FACIT_YOUNT_2021_crqsasx	10.7910/DVN/IBFK5H	Yount, S. E., Choi, S. W., Victorson, D., Ruo, B., Cella, D., Anton, S., & Hamilton, A. (2011). Brief, valid measures of dyspnea and related functional limitations in chronic obstructive pulmonary disease (COPD). Value in Health, 14(2), 307-315.  Yount, Susan, 2021, "FACIT Dyspnea (PROMIS Dyspnea)", https://doi.org/10.7910/DVN/IBFK5H, Harvard Dataverse, V1, UNF:6:92iWO0lCj/LjVjEYn6rQlg== [fileUNF] 
FACIT_YOUNT_2021_hadsx	10.7910/DVN/IBFK5H	Yount, S. E., Choi, S. W., Victorson, D., Ruo, B., Cella, D., Anton, S., & Hamilton, A. (2011). Brief, valid measures of dyspnea and related functional limitations in chronic obstructive pulmonary disease (COPD). Value in Health, 14(2), 307-315.  Yount, Susan, 2021, "FACIT Dyspnea (PROMIS Dyspnea)", https://doi.org/10.7910/DVN/IBFK5H, Harvard Dataverse, V1, UNF:6:92iWO0lCj/LjVjEYn6rQlg== [fileUNF] 
FACIT_YOUNT_2021_limitations	10.7910/DVN/IBFK5H	Yount, S. E., Choi, S. W., Victorson, D., Ruo, B., Cella, D., Anton, S., & Hamilton, A. (2011). Brief, valid measures of dyspnea and related functional limitations in chronic obstructive pulmonary disease (COPD). Value in Health, 14(2), 307-315.  Yount, Susan, 2021, "FACIT Dyspnea (PROMIS Dyspnea)", https://doi.org/10.7910/DVN/IBFK5H, Harvard Dataverse, V1, UNF:6:92iWO0lCj/LjVjEYn6rQlg== [fileUNF] 
fad_dataset1	10.5334/jopd.49	Liu, Q. L., Wang, F., Yan, W., Peng, K., Sui, J., & Hu, C. (2020). Questionnaire Data From the Revision of a Chinese Version of Free Will and Determinism Plus Scale. Journal of Open Psychology Data. https://osf.io/t2nsw/
fad_dataset2	10.5334/jopd.49	Liu, Q. L., Wang, F., Yan, W., Peng, K., Sui, J., & Hu, C. (2020). Questionnaire Data From the Revision of a Chinese Version of Free Will and Determinism Plus Scale. Journal of Open Psychology Data. https://osf.io/t2nsw/
FAD_fadplus_goto2021	10.3389/fpsyg.2021.720601	Goto, T. (2021). Comparing the Psychometric Properties of Two Japanese-Translated Scales of the Free Will and Determinism-Plus Scale. Frontiers in Psychology, 12, 720601.
famous_melodies	10.3758/s13428-020-01411-6	Belfi, A.M., Kacirek, K. The famous melodies stimulus set. Behav Res 53, 34–48 (2021). https://doi.org/10.3758/s13428-020-01411-6
feardriving_fisher2021	10.1027/1015-5759/a000683	Fischer, C., Schröder, A., Taylor, J. E., & Heider, J. (2021). Measuring Driving Fear. European Journal of Psychological Assessment.
FEDSP_Trzcinska_2023_MonKnow	10.1016/j.jecp.2024.106013	Podsiadłowski, W., Trzcińska, A., Golus, P., & Wieleszczyk, J. (2024). Family economic deprivation and self-esteem among preschoolers. Journal of Experimental Child Psychology, 246, 106013.
FEDSP_Trzcinska_2023_PRD	10.1016/j.jecp.2024.106013	Podsiadłowski, W., Trzcińska, A., Golus, P., & Wieleszczyk, J. (2024). Family economic deprivation and self-esteem among preschoolers. Journal of Experimental Child Psychology, 246, 106013.
FEDSP_Trzcinska_2023_PSPCSA	10.1016/j.jecp.2024.106013	Podsiadłowski, W., Trzcińska, A., Golus, P., & Wieleszczyk, J. (2024). Family economic deprivation and self-esteem among preschoolers. Journal of Experimental Child Psychology, 246, 106013.
FEDSP_Trzcinska_2023_SMSD	10.1016/j.jecp.2024.106013	Podsiadłowski, W., Trzcińska, A., Golus, P., & Wieleszczyk, J. (2024). Family economic deprivation and self-esteem among preschoolers. Journal of Experimental Child Psychology, 246, 106013.
feminist_perspectives	10.1111/j.1471-6402.1998.tb00158.x	Henley, N.; Meng, K.; O'Brien, D.; McCarthy, W.; Sockloskie, R. (1998). "Developing a Scale to Measure the Diversity of Feminist Attitudes". Psychology of Women Quarterly, 22(2), 317-348. ///Feminist Perspectives Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/FPS.zip
ffm_AGR	10.1037/1040-3590.4.1.26	Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.
ffm_CSN	10.1037/1040-3590.4.1.26	Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.
ffm_EST	10.1037/1040-3590.4.1.26	Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.
ffm_EXT	10.1037/1040-3590.4.1.26	Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.
ffm_OPN	10.1037/1040-3590.4.1.26	Goldberg, L. R. (1992). The development of markers for the Big-Five factor structure. Psychological assessment, 4(1), 26.
Fh_Okcsr_Roos_2022_study1_Feeling_Heard	10.34894/IHNKUN	Roos, C. A., Postmes, T., & Koudenburg, N. (2023). Feeling heard: Operationalizing a key concept for social relations. Plos one, 18(11), e0292865.  Roos, Carla; Postmes, Tom; Koudenburg, Namkje, 2022, "Feeling heard: Operationalizing a key concept for social relations", https://doi.org/10.34894/IHNKUN, DataverseNL, V2 
Fh_Okcsr_Roos_2022_study2_Feeling_Heard	10.34894/IHNKUN	Roos, C. A., Postmes, T., & Koudenburg, N. (2023). Feeling heard: Operationalizing a key concept for social relations. Plos one, 18(11), e0292865.  Roos, Carla; Postmes, Tom; Koudenburg, Namkje, 2022, "Feeling heard: Operationalizing a key concept for social relations", https://doi.org/10.34894/IHNKUN, DataverseNL, V2 
fictionexposure_wimmer	10.3758/s13428-021-01784-2	Wimmer, L., & Ferguson, H. J. (2023). Testing the validity of a self-report scale, author recognition test, and book counting as measures of lifetime exposure to print fiction. Behavior Research Methods, 55(1), 103-134.
figure_skating		Singer-Vine, J. & Templon, J. (2021). ISU Figure Skating Score Sheets as Structured Data [data set]. BuzzFeed News. https://github.com/BuzzFeedNews/figure-skating-scores
fims_tam		Robitzsch A, Kiefer T, Wu M (2022). TAM: Test Analysis Modules. R package version 4.1-4, https://CRAN.R-project.org/package=TAM.
firstborn_personality		(2019). Development of the Firstborn Personality Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/FBPS-ValidationData.zip
fisher_temperment	10.1371/journal.pone.0078734	Brown, LL., Acevedo, B., Fisher, HE. Fisher Temperament Inventory [dataset and codebook]. http://openpsychometrics.org/_rawdata/FTI-data.zip///Brown LL, Acevedo B, Fisher HE (2013). Neural Correlates of Four Broad Temperament Dimensions: Testing Predictions for a Novel Construct of Personality. PLoS ONE 8(11): e78734. 
FIVPEI_Perrig_2023_AttDiff	10.17605/OSF.IO/8XUHR	Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR
FIVPEI_Perrig_2023_IMI	10.17605/OSF.IO/8XUHR	Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR
FIVPEI_Perrig_2023_PENS	10.17605/OSF.IO/8XUHR	Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR
FIVPEI_Perrig_2023_PXI	10.17605/OSF.IO/8XUHR	Perrig, S. A. C., Scharowski, N., Brühlmann, F., von Felten, N., & Aeschbach, L. F. (2024, January 24). Independent Validation of the Player Experience Inventory. https://doi.org/10.17605/OSF.IO/8XUHR
florida_twins	10.33009/ldbase.1624481381.d9ec	Hart, S. A., Schatschneider, C., & Taylor, J. E. (2021). Wave 1, Wave 2, Wave 3 Child Survey Measures. LDbase. https://doi.org/10.33009/ldbase.1624481381.d9ec 
florida_twins_behavior		Schatschneider, C., Lonigan, C., & Taylor, J. E. (2021). Behavior and Environment Survey Codebook. LDbase. http://ldbase.org/documents/c4669c5b-9853-45be-a33f-9dff7102de20 
FPAS_Silva_2022	10.7910/DVN/3UHKUM	Regina da Silva, Katia, 2022, "Patient acceptance of implantable cardioverter-defibrillator: initial psychometric investigation of the Florida Patient Acceptance Survey", https://doi.org/10.7910/DVN/3UHKUM, Harvard Dataverse, V1, UNF:6:Rtx4oa3RVyirJaBT4dygow== [fileUNF]
frac20	10.1111/1467-9876.00272	Tatsuoka, C. (2002). Data analytic methods for latent partially ordered classification models. Journal of the Royal Statistical Society: Series C (Applied Statistics), 51(3), 337-350.
fractals_rating	10.3758/s13428-021-01726-y	Ovalle-Fresa, R., Di Pietro, S. V., Reber, T. P., Balbi, E., & Rothen, N. (2022). Standardized database of 400 complex abstract fractals. Behavior Research Methods, 54(5), 2302-2317.
fractions_experiment		Aleven, V., Rau, M., Weitekamp, D. (2013) Cleaned logs with modified step names [data set]. DataShop @ CMU. https://pslcdatashop.web.cmu.edu/Files?datasetId=580
g308_sirt	10.1111/jedm.12054	Schroeders, U., Robitzsch, A., & Schipolowski, S. (2014). A Comparison of Different Psychometric Approaches to Modeling Testlet Structures: An Example with C‐Tests. Journal of Educational Measurement, 51(4), 400-418.
gad_BrummerHoffman_2021	10.1037/pas0001323	de Souza Brümmer, R., Krause, K. R., Salum, G. A., de Almeida Fleck, M. P., Porto, I. M., do Amaral, J. V., ... & Hoffmann, M. S. (2024). Beyond frequency: Evaluating the validity of assessing the context, duration, ability and botherement of depression and anxiety symptoms in south Brazil. Psychological Assessment.
GART_Grolig_2020	10.1007/s11145-019-10014-3	Grolig, L., Tiffin-Richards, S. P., & Schroeder, S. (2020). Print exposure across the reading span. Reading and Writing, 33, 1423–1441.
gatech_cappunish		Roberts, J. S. (1995). Item response theory approaches to attitude measurement. (Doctoral dissertation, University of South Carolina, Columbia, 1995). Dissertation Abstracts International, 56, 7089B.
gatech_censor		Roberts, J. S. (1995). Item response theory approaches to attitude measurement. (Doctoral dissertation, University of South Carolina, Columbia, 1995). Dissertation Abstracts International, 56, 7089B.
GBJW_fadplus_goto2021	10.3389/fpsyg.2021.720601	Goto, T. (2021). Comparing the Psychometric Properties of Two Japanese-Translated Scales of the Free Will and Determinism-Plus Scale. Frontiers in Psychology, 12, 720601.
geiser_tam	10.1207/s15327906mbr4103_2	Geiser, C., Lehmann, W., & Eid, M. (2006). Separating" rotators" from" nonrotators" in the mental rotations test: A multigroup latent class analysis. Multivariate Behavioral Research, 41(3), 261-293.
gender_roles		(2019). Open Sex Role Inventory [dataset and codebook]. https://openpsychometrics.org/_rawdata/OSRI44_dev_data.zip
gene_likert_aivelo2020	10.35542/osf.io/d5hzg	Aivelo, T., & Uitto, A. (2020, May 22). Factors explaining students’ attitudes towards learning in genetics and belief in genetic determinism. https://doi.org/10.35542/osf.io/d5hzg
geography	10.18608/jla.2016.32.17	Papoušek, J., Pelánek, R., & Stanislav, V. (2016). Adaptive geography practice data set. Journal of Learning Analytics, 3(2), 317-321.
geometry_course		Aleven, V., Bllings, B. (2007). Step tables and test scores [data set]. DataShop @ CMU. https://pslcdatashop.web.cmu.edu/Files?datasetId=122
gilbert_meta_1	10.7910/DVN/QARRYT	Gilbert, J. B., Kim, J. S., & Miratrix, L. W. (2023). Modeling item-level heterogeneous treatment effects with the explanatory item response model: Leveraging large-scale online assessments to pinpoint the impact of educational interventions. Journal of Educational and Behavioral Statistics, 48(6), 889-913.  Gilbert, Josh, 2023, "Replication Data for: Modeling Item-Level Heterogeneous Treatment Effects With the Explanatory Item Response Model: Leveraging Large-Scale Online Assessments to Pinpoint the Impact of Educational Interventions", https://doi.org/10.7910/DVN/QARRYT, Harvard Dataverse, V2, UNF:6:r+hUHhEPWWtUbcqXyELTJw== [fileUNF]
gilbert_meta_10	10.7910/DVN/HQEMN6	Kim, J. S., Relyea, J. E., Burkhauser, M. A., Scherer, E., & Rich, P. (2021). Improving elementary grade students’ science and social studies vocabulary knowledge depth, reading comprehension, and argumentative writing: A conceptual replication. Educational Psychology Review, 1-30.  Kim, James; Relyea, Jackie Eunjung; Burkhauser, Mary A.; Scherer, Ethan; Rich, Patrick, 2021, "Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication", https://doi.org/10.7910/DVN/HQEMN6, Harvard Dataverse, V1, UNF:6:fM1zIBl88IKxt400zYOJag== [fileUNF]
gilbert_meta_11	10.7910/DVN/HQEMN6	Kim, J. S., Relyea, J. E., Burkhauser, M. A., Scherer, E., & Rich, P. (2021). Improving elementary grade students’ science and social studies vocabulary knowledge depth, reading comprehension, and argumentative writing: A conceptual replication. Educational Psychology Review, 1-30.  Kim, James; Relyea, Jackie Eunjung; Burkhauser, Mary A.; Scherer, Ethan; Rich, Patrick, 2021, "Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication", https://doi.org/10.7910/DVN/HQEMN6, Harvard Dataverse, V1, UNF:6:fM1zIBl88IKxt400zYOJag== [fileUNF]
gilbert_meta_12	10.7910/DVN/HQEMN6	Kim, J. S., Relyea, J. E., Burkhauser, M. A., Scherer, E., & Rich, P. (2021). Improving elementary grade students’ science and social studies vocabulary knowledge depth, reading comprehension, and argumentative writing: A conceptual replication. Educational Psychology Review, 1-30.  Kim, James; Relyea, Jackie Eunjung; Burkhauser, Mary A.; Scherer, Ethan; Rich, Patrick, 2021, "Replication Data for: Improving Elementary Grade Students’ Science and Social Studies Vocabulary Knowledge Depth, Reading Comprehension, and Argumentative Writing: A Conceptual Replication", https://doi.org/10.7910/DVN/HQEMN6, Harvard Dataverse, V1, UNF:6:fM1zIBl88IKxt400zYOJag== [fileUNF]
gilbert_meta_13	10.7910/DVN/5OPIYU	Romero, M., Sandefur, J., & Sandholtz, W. A. (2020). Outsourcing education: Experimental evidence from Liberia. American Economic Review, 110(2), 364-400.  Romero, Mauricio; Sandefur, Justin; Sandholtz, Wayne, 2018, "Partnership Schools for Liberia", https://doi.org/10.7910/DVN/5OPIYU, Harvard Dataverse, V4
gilbert_meta_14	10.7910/DVN/5OPIYU	Romero, M., Sandefur, J., & Sandholtz, W. A. (2020). Outsourcing education: Experimental evidence from Liberia. American Economic Review, 110(2), 364-400.  Romero, Mauricio; Sandefur, Justin; Sandholtz, Wayne, 2018, "Partnership Schools for Liberia", https://doi.org/10.7910/DVN/5OPIYU, Harvard Dataverse, V4
gilbert_meta_15	10.7910/DVN/5OPIYU	Romero, M., Sandefur, J., & Sandholtz, W. A. (2020). Outsourcing education: Experimental evidence from Liberia. American Economic Review, 110(2), 364-400.  Romero, Mauricio; Sandefur, Justin; Sandholtz, Wayne, 2018, "Partnership Schools for Liberia", https://doi.org/10.7910/DVN/5OPIYU, Harvard Dataverse, V4
gilbert_meta_16	10.1093/ej/uead099	de Barros, A., Fajardo-Gonzalez, J., Glewwe, P., & Sankar, A. (2024). The Limitations of Activity-Based Instruction to Improve the Productivity of Schooling. The Economic Journal, 134(659), 959-984.
gilbert_meta_17	10.1093/ej/ueae003	Duflo, A., Kiessel, J., & Lucas, A. M. (2024). Experimental Evidence on Four Policies to Increase Learning at Scale. The Economic Journal, 134(661), 1985-2008.
gilbert_meta_18	10.1093/ej/ueae003	Duflo, A., Kiessel, J., & Lucas, A. M. (2024). Experimental Evidence on Four Policies to Increase Learning at Scale. The Economic Journal, 134(661), 1985-2008.
gilbert_meta_19	10.1093/ej/ueae003	Duflo, A., Kiessel, J., & Lucas, A. M. (2024). Experimental Evidence on Four Policies to Increase Learning at Scale. The Economic Journal, 134(661), 1985-2008.
gilbert_meta_2	10.7910/DVN/LAWFFU	Kim, J. S., Burkhauser, M. A., Relyea, J. E., Gilbert, J. B., Scherer, E., Fitzgerald, J., ... & McIntyre, J. (2023). A longitudinal randomized trial of a sustained content literacy intervention from first to second grade: Transfer effects on students’ reading comprehension. Journal of Educational Psychology, 115(1), 73.  James S. Kim; Mary A. Burkhauser; Jackie E. Relyea; Joshua B. Gilbert; Ethan Scherer; Jill Fitzgerald; Douglas Mosher; Joseph McIntyre, 2022, "Replication Data for: A Longitudinal Randomized Trial of a Sustained Content Literacy Intervention from First to Second Grade: Transfer Effects on Students’ Reading Comprehension Outcomes", https://doi.org/10.7910/DVN/LAWFFU, Harvard Dataverse, V2, UNF:6:VATSovKxwaqyJAT6ZzzfBw== [fileUNF]
gilbert_meta_20	10.7910/DVN/Z4WMFE	Jayanthi, M., Gersten, R., Schumacher, R. F., Dimino, J., Smolkowski, K., & Spallone, S. (2021). Improving struggling fifth-grade students’ understanding of fractions: A randomized controlled trial of an intervention that stresses both concepts and procedures. Exceptional Children, 88(1), 81-100.  Gersten, Russell; Jayanthi, Madhavi; Dimino, Joseph; Karp, Karen, 2019, "Impact of a Tier 2 Fractions Intervention on 5th Grade At-Risk Students’ Fractions Achievement", https://doi.org/10.7910/DVN/Z4WMFE, Harvard Dataverse, V1, UNF:6:8pMQK/5+cfpvcr4ACTvAmQ== [fileUNF]
gilbert_meta_21	10.3886/E182542V1	Davenport, J. L., Kao, Y. S., Johannes, K. N., Hornburg, C. B., & McNeil, N. M. (2023). Improving children’s understanding of mathematical equivalence: An efficacy study. Journal of Research on Educational Effectiveness, 16(4), 615-642.  Davenport, Jodi, McNeil, Nicole, and Kao, Yvonne. Improving Children’s Understanding of Mathematical Equivalence: An Efficacy Study. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-10-27. https://doi.org/10.3886/E182542V1
gilbert_meta_22	10.7910/DVN/GDP2YP	Berry, J., Karlan, D., & Pradhan, M. (2018). The impact of financial education for youth in Ghana. World development, 102, 71-89.  Berry, James; Karlan, Dean; Pradhan, Menno, 2020, "The Impact of Financial Education for Youth in Ghana", https://doi.org/10.7910/DVN/GDP2YP, Harvard Dataverse, V1
gilbert_meta_23	10.1007/s10643-022-01332-3	Bang, H. J., Li, L., & Flynn, K. (2023). Efficacy of an adaptive game-based math learning app to support personalized learning and improve early elementary school students’ learning. Early Childhood Education Journal, 51(4), 717-732.
gilbert_meta_24	10.1136/bmjopen-2014-005496	Llauradó, E., Tarro, L., Moriña, D., Queral, R., Giralt, M., & Solà, R. (2014). EdAl-2 (Educacio en Alimentacio) programme: reproducibility of a cluster randomised, interventional, primary-school-based study to induce healthier lifestyle activities in children. BMJ open, 4(11), e005496.
gilbert_meta_25	10.7910/DVN/VNLWCB	Schreinemachers, P., Baliki, G., Shrestha, R. M., Bhattarai, D. R., Gautam, I. P., Ghimire, P. L., ... & Brück, T. (2020). Nudging children toward healthier food choices: an experiment combining school and home gardens. Global Food Security, 26, 100454.  Schreinemachers, Pepijn, 2020, "Replication Data for: Nudging children toward healthier food choices: an experiment combining school and home gardens", https://doi.org/10.7910/DVN/VNLWCB, Harvard Dataverse, V1, UNF:6:lQUiR3llydZdCQ8swDDrXw== [fileUNF]
gilbert_meta_26	10.7910/DVN/VNLWCB	Schreinemachers, P., Baliki, G., Shrestha, R. M., Bhattarai, D. R., Gautam, I. P., Ghimire, P. L., ... & Brück, T. (2020). Nudging children toward healthier food choices: an experiment combining school and home gardens. Global Food Security, 26, 100454.  Schreinemachers, Pepijn, 2020, "Replication Data for: Nudging children toward healthier food choices: an experiment combining school and home gardens", https://doi.org/10.7910/DVN/VNLWCB, Harvard Dataverse, V1, UNF:6:lQUiR3llydZdCQ8swDDrXw== [fileUNF]
gilbert_meta_27	10.7910/DVN/19PPE7	Banerji, R., Berry, J., & Shotland, M. (2017). The impact of maternal literacy and participation programs: Evidence from a randomized evaluation in India. American Economic Journal: Applied Economics, 9(4), 303-337.  Banerji, Rukmini; Berry, James; Shotland, Marc, 2017, "The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India", https://doi.org/10.7910/DVN/19PPE7, Harvard Dataverse, V1
gilbert_meta_28	10.7910/DVN/19PPE7	Banerji, R., Berry, J., & Shotland, M. (2017). The impact of maternal literacy and participation programs: Evidence from a randomized evaluation in India. American Economic Journal: Applied Economics, 9(4), 303-337.  Banerji, Rukmini; Berry, James; Shotland, Marc, 2017, "The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India", https://doi.org/10.7910/DVN/19PPE7, Harvard Dataverse, V1
gilbert_meta_29	10.7910/DVN/19PPE7	Banerji, R., Berry, J., & Shotland, M. (2017). The impact of maternal literacy and participation programs: Evidence from a randomized evaluation in India. American Economic Journal: Applied Economics, 9(4), 303-337.  Banerji, Rukmini; Berry, James; Shotland, Marc, 2017, "The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India", https://doi.org/10.7910/DVN/19PPE7, Harvard Dataverse, V1
gilbert_meta_30	10.7910/DVN/19PPE7	Banerji, R., Berry, J., & Shotland, M. (2017). The impact of maternal literacy and participation programs: Evidence from a randomized evaluation in India. American Economic Journal: Applied Economics, 9(4), 303-337.  Banerji, Rukmini; Berry, James; Shotland, Marc, 2017, "The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India", https://doi.org/10.7910/DVN/19PPE7, Harvard Dataverse, V1
gilbert_meta_31	10.7910/DVN/IS7YLY	Duflo, E., Berry, J., Mukerji, S., & Shotland, M. (2015). A wide angle view of learning: Evaluation of the CCE and LEP programmes in Haryana, India. 3ie Impact Evaluation Report, 22.  Duflo, Esther; Berry, James; Shotland, Marc; Mukherjee, Shobhini, 2019, "A Wide Angle View of Learning: Evaluation of the CCE and LEP Programmes in Haryana, India", https://doi.org/10.7910/DVN/IS7YLY, Harvard Dataverse, V1, UNF:6:SrReR5kXPXeHdExs5WybIA== [fileUNF]
gilbert_meta_32	10.1016/j.ijer.2022.101977	Maruyama, T. (2022). Strengthening Support of Teachers for Students to Improve Learning Outcomes in Mathematics: Empirical Evidence on a Structured Pedagogy Program in El Salvador. International Journal of Educational Research, 115, 101977.
gilbert_meta_33	10.7910/DVN/L3TSNX	Aladysheva, A., Asylbek Kyzy, G., Brück, T., Esenaliev, D., Karabaeva, J., Leung, W., & Nillesen, E. (2019). Impact evaluation of the Livingsidebyside peacebuilding educational programme in Kyrgyzstan. Grantee Final Report.  Esenaliev, Damir; Aladysheva, Anastasia; Asylbek kyzy, Gulzhan; Brück, Tilman; Karabaeva, Jamilya; Leung, Winnie; Nillesen, Eleonora, 2019, "Impact evaluation of the Livingsidebyside peacebuilding educational programme in Kyrgyzstan", https://doi.org/10.7910/DVN/L3TSNX, Harvard Dataverse, V1, UNF:6:7/93oxdKPTID2wgRdrVjXw== [fileUNF]
